price,Selected,carat,cut,color,clarity,depth,table,x,y,z
2012,No,0.52,Ideal,G,VVS2,62.3,55.0,5.16,5.12,3.20
2012,No,0.52,Premium,G,VVS2,61.8,59.0,5.16,5.13,3.18
2012,No,0.78,Ideal,I,VS2,62.0,56.0,5.93,5.87,3.66
2012,No,0.78,Ideal,H,SI2,61.9,54.0,5.89,5.85,3.63
2013,No,0.50,Very Good,F,VVS2,61.0,61.0,5.09,5.11,3.11
2013,No,0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42
2013,No,0.56,Premium,G,VS1,59.9,60.0,5.41,5.37,3.23
2015,No,0.72,Very Good,G,SI2,62.1,59.0,5.66,5.73,3.54
2015,No,0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21
2015,No,0.76,Good,J,VS1,62.6,61.9,5.70,5.75,3.58
2016,No,0.70,Premium,G,SI1,59.9,58.0,5.80,5.68,3.44
2016,No,0.56,Premium,F,SI1,62.7,59.0,5.27,5.22,3.29
2016,No,0.54,Very Good,D,VS1,63.0,54.0,5.19,5.23,3.28
2016,No,0.55,Ideal,G,VVS2,60.5,58.0,5.30,5.34,3.22
2016,No,0.56,Ideal,F,VS1,61.7,54.0,5.34,5.30,3.28
2016,No,0.56,Ideal,F,VS1,61.9,55.0,5.36,5.32,3.30
2016,No,0.50,Ideal,F,VVS2,59.9,58.0,5.14,5.17,3.09
2016,No,0.76,Good,I,SI1,64.1,59.0,5.75,5.73,3.68
2016,No,0.70,Good,G,SI1,64.0,55.0,5.62,5.59,3.59
2016,No,0.56,Ideal,F,VS1,61.7,56.0,5.32,5.28,3.27
2016,No,0.56,Ideal,F,VS1,61.7,54.0,5.32,5.28,3.27
2016,No,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.30,3.28
2016,No,0.50,Premium,F,VVS2,60.9,58.0,5.13,5.09,3.11
2016,No,0.50,Ideal,F,VVS2,62.0,56.0,5.08,5.05,3.14
2016,No,0.60,Premium,E,SI1,59.6,59.0,5.52,5.48,3.28
2017,No,0.66,Good,F,SI1,60.4,60.1,5.59,5.65,3.39
2017,No,1.01,Premium,I,I1,59.2,57.0,6.58,6.44,3.85
2018,No,0.70,Very Good,H,SI1,59.2,59.0,5.79,5.86,3.45
2018,No,0.50,Ideal,F,VVS1,62.0,58.0,5.06,5.07,3.14
2018,No,0.55,Ideal,D,SI1,60.9,56.0,5.31,5.34,3.24
2018,No,0.59,Ideal,G,VS1,62.1,55.0,5.40,5.35,3.34
2019,No,0.60,Ideal,D,VS2,60.4,57.0,5.49,5.53,3.33
2019,No,0.53,Ideal,E,VS1,61.6,55.6,5.19,5.24,3.22
2019,No,0.57,Premium,D,VS2,60.8,59.0,5.38,5.34,3.26
2019,No,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55
2020,No,0.70,Very Good,F,SI2,58.8,57.0,5.85,5.89,3.45
2020,No,0.70,Premium,H,SI1,62.3,58.0,5.63,5.57,3.49
2020,No,0.55,Ideal,D,VS1,61.5,56.0,5.28,5.26,3.24
2020,No,0.70,Premium,H,SI1,62.2,59.0,5.70,5.65,3.53
2020,No,0.70,Premium,H,SI1,62.7,59.0,5.68,5.63,3.55
2021,No,0.58,Very Good,G,VVS2,59.1,59.6,5.39,5.42,3.19
2021,No,0.52,Very Good,E,VS1,61.8,60.0,5.14,5.18,3.19
2021,No,0.59,Very Good,E,VS1,60.0,56.0,5.46,5.50,3.29
2021,No,0.70,Very Good,I,SI1,61.1,56.0,5.74,5.75,3.51
2021,No,0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.20
2021,No,0.53,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.20
2022,No,0.62,Very Good,D,VS2,59.0,59.0,5.59,5.66,3.32
2022,No,0.55,Ideal,G,VVS2,61.9,56.0,5.23,5.27,3.25
2022,No,0.55,Ideal,G,VVS2,62.0,57.0,5.22,5.26,3.25
2022,No,0.55,Ideal,G,VVS2,62.5,56.0,5.22,5.25,3.27
2022,No,0.72,Premium,G,SI2,62.8,61.0,5.68,5.59,3.54
2022,No,0.80,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62
2022,No,0.83,Premium,J,SI1,59.3,59.0,6.17,6.10,3.64
2022,No,0.78,Premium,J,SI2,60.6,58.0,5.94,5.91,3.59
2023,No,0.73,Good,F,SI2,63.4,55.0,5.71,5.75,3.63
2023,No,0.70,Premium,F,SI1,60.8,59.0,5.73,5.71,3.48
2023,No,0.71,Ideal,G,SI2,62.2,56.0,5.70,5.74,3.56
2024,No,0.71,Ideal,H,SI2,61.8,55.0,5.75,5.70,3.54
2024,No,0.59,Ideal,G,VVS2,61.0,57.0,5.41,5.44,3.31
2025,No,0.70,Very Good,I,VS2,60.7,59.0,5.75,5.79,3.50
2025,No,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28
2025,No,0.55,Ideal,G,VS1,62.2,54.3,5.24,5.27,3.27
2025,No,0.51,Ideal,F,VVS2,61.4,56.0,5.16,5.17,3.17
2025,No,0.50,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17
2025,No,0.50,Ideal,F,VVS2,62.0,53.6,5.09,5.13,3.18
2025,No,0.75,Ideal,J,VS2,62.3,57.0,5.84,5.81,3.63
2025,No,0.50,Ideal,D,VS1,61.6,57.0,5.13,5.09,3.15
2026,No,0.56,Ideal,D,VS1,60.4,56.0,5.36,5.33,3.23
2026,No,0.72,Very Good,I,SI1,59.8,58.0,5.84,5.87,3.50
2026,No,0.76,Ideal,J,VS2,61.8,54.0,5.87,5.91,3.64
2026,No,0.76,Ideal,J,VS2,61.7,56.0,5.85,5.88,3.62
2026,No,0.55,Ideal,F,VS2,61.4,57.0,5.26,5.30,3.24
2026,No,0.70,Good,E,SI2,59.9,57.0,5.75,5.80,3.46
2026,No,0.56,Ideal,D,VS1,61.7,56.0,5.33,5.30,3.28
2027,No,0.56,Very Good,E,VS1,62.0,58.9,5.25,5.29,3.27
2027,No,0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.18,3.17
2027,No,0.51,Premium,G,VVS1,62.4,58.0,5.13,5.09,3.19
2027,No,0.51,Good,G,VVS1,63.9,57.0,5.08,5.06,3.24
2027,No,0.51,Premium,G,VVS1,60.2,58.0,5.24,5.20,3.14
2028,No,0.72,Very Good,J,VS2,62.2,58.0,5.68,5.73,3.55
2028,No,0.70,Very Good,I,SI1,61.4,57.0,5.72,5.75,3.52
2028,No,0.55,Ideal,G,VVS2,61.4,56.0,5.27,5.28,3.24
2028,No,0.70,Good,E,SI2,62.9,56.0,5.63,5.66,3.55
2028,No,0.71,Good,I,VS2,64.2,58.0,5.52,5.57,3.56
2028,No,0.71,Very Good,I,SI1,60.4,63.0,5.80,5.73,3.48
2028,No,0.71,Premium,H,SI2,62.4,56.0,5.70,5.64,3.54
2029,No,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59
2029,No,0.52,Ideal,G,VVS1,62.0,55.0,5.15,5.18,3.20
2029,No,0.70,Good,H,SI1,63.3,60.0,5.57,5.65,3.55
2029,No,0.61,Ideal,D,SI1,62.0,55.0,5.47,5.44,3.38
2030,No,0.53,Ideal,F,VVS2,62.7,56.0,5.16,6.20,3.25
2030,No,0.72,Premium,F,SI1,59.3,60.0,5.91,5.86,3.49
2030,No,0.54,Ideal,G,VVS1,62.0,57.0,5.25,5.21,3.24
2030,No,0.57,Ideal,E,VS1,61.6,56.9,5.29,5.36,3.28
2030,No,0.55,Premium,E,VS2,62.3,60.0,5.26,5.18,3.25
2030,No,0.55,Ideal,D,VS2,61.4,57.0,5.31,5.27,3.25
2030,No,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24
2030,No,0.55,Ideal,D,VS2,61.5,56.0,5.28,5.25,3.24
2030,No,0.55,Ideal,D,VS2,61.8,54.0,5.29,5.26,3.26
2030,No,0.55,Ideal,D,VS2,62.3,55.0,5.29,5.24,3.28
2030,No,0.55,Ideal,E,VS2,62.5,56.0,5.26,5.23,3.28
2030,No,0.55,Premium,E,VS2,61.1,58.0,5.30,5.28,3.23
2031,No,0.73,Very Good,J,SI1,60.1,62.0,5.85,5.90,3.53
2031,No,0.53,Ideal,H,VS2,61.4,56.0,5.20,5.23,3.20
2031,No,0.71,Ideal,G,SI2,61.8,56.0,5.70,5.72,3.53
2032,No,0.63,Very Good,F,VS2,63.0,56.2,5.38,5.48,3.42
2032,No,0.56,Ideal,E,VS1,61.3,55.0,5.32,5.29,3.25
2032,No,0.56,Premium,E,VS1,62.6,58.0,5.28,5.23,3.29
2033,No,0.50,Ideal,D,VS1,62.3,54.3,5.05,5.12,3.17
2033,No,0.50,Ideal,D,VS1,62.4,53.7,5.08,5.12,3.18
2033,No,0.50,Ideal,D,VS1,62.2,54.4,5.07,5.11,3.16
2034,No,0.70,Very Good,I,VS2,64.2,55.0,5.57,5.61,3.59
2034,No,0.59,Very Good,F,VS1,61.7,59.0,5.35,5.38,3.31
2034,No,0.70,Good,I,SI1,64.3,57.0,5.59,5.63,3.61
2034,No,0.70,Good,I,SI1,63.6,61.0,5.59,5.63,3.57
2034,No,0.70,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45
2034,No,0.70,Good,I,SI1,63.8,57.0,5.63,5.66,3.60
2034,No,0.70,Very Good,H,SI2,62.8,59.0,5.62,5.65,3.54
2034,No,0.71,Ideal,J,VS1,61.9,55.0,5.75,5.69,3.54
2034,No,0.50,Ideal,E,VS1,61.1,58.0,5.12,5.08,3.11
2035,No,0.52,Very Good,F,VVS2,62.9,57.0,5.11,5.13,3.22
2035,No,0.78,Very Good,J,SI1,59.4,62.0,6.01,6.05,3.58
2035,No,0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13
2035,No,1.00,Fair,I,I1,64.5,58.0,6.33,6.10,4.01
2036,No,0.61,Very Good,E,VS2,60.0,57.0,5.52,5.55,3.32
2036,No,0.71,Very Good,F,SI2,60.9,56.0,5.80,5.83,3.54
2036,No,0.71,Very Good,F,SI2,63.3,56.0,5.68,5.73,3.61
2036,No,0.58,Premium,F,VS2,61.9,57.0,5.47,5.36,3.35
2036,No,0.76,Very Good,J,VS1,59.3,63.0,6.12,5.93,3.55
2036,No,1.01,Fair,E,I1,64.5,54.0,6.31,6.22,4.03
2037,No,0.56,Very Good,E,VS1,61.9,57.0,5.29,5.31,3.28
2037,No,0.70,Premium,E,SI2,61.8,58.0,5.73,5.70,3.53
2037,No,0.60,Premium,D,VS2,62.8,59.0,5.39,5.35,3.37
2037,No,0.73,Premium,J,VS1,60.2,58.0,5.87,5.82,3.52
2037,No,0.73,Premium,J,VS1,61.3,61.0,5.83,5.78,3.56
2039,No,0.70,Very Good,F,SI2,59.6,61.0,5.80,5.88,3.48
2039,No,0.70,Very Good,I,SI1,62.5,60.0,5.64,5.68,3.54
2039,No,0.71,Premium,G,SI2,60.8,60.0,5.74,5.78,3.50
2039,No,0.57,Ideal,G,VVS2,61.9,56.0,5.29,5.30,3.28
2039,No,0.57,Ideal,F,VS1,61.8,55.0,5.33,5.35,3.30
2039,No,0.57,Ideal,F,VS1,61.3,56.0,5.35,5.36,3.28
2039,No,0.57,Ideal,F,VS1,61.7,55.0,5.35,5.39,3.31
2039,No,0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21
2040,No,0.56,Very Good,E,VVS2,62.1,58.0,5.27,5.33,3.30
2040,No,0.52,Very Good,G,VVS1,62.3,55.0,5.13,5.15,3.20
2040,No,0.71,Premium,F,SI2,62.2,57.0,5.66,5.60,3.50
2040,No,0.63,Ideal,H,VS1,61.2,57.0,5.50,5.55,3.37
2040,No,0.68,Premium,G,VS2,61.7,57.0,5.67,5.65,3.49
2040,No,0.59,Premium,G,VVS2,62.8,54.0,5.41,5.34,3.38
2041,No,0.54,Ideal,D,VS2,61.8,56.0,5.25,5.23,3.24
2041,No,0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17
2041,No,0.51,Very Good,F,VVS2,62.0,56.0,5.10,5.15,3.17
2041,No,0.50,Very Good,F,VVS2,61.9,59.0,5.07,5.11,3.15
2041,No,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.20,3.15
2041,No,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33
2041,No,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25
2041,No,0.54,Ideal,G,VVS1,61.3,56.0,5.25,5.27,3.23
2041,No,0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22
2041,No,0.54,Ideal,G,VVS1,61.9,54.0,5.23,5.25,3.24
2041,No,0.54,Ideal,G,VVS1,61.7,56.0,5.24,5.26,3.24
2041,No,0.61,Ideal,G,VS1,61.8,56.0,5.43,5.48,3.37
2041,No,0.58,Ideal,E,VS1,62.2,55.0,5.38,5.42,3.36
2041,No,0.58,Good,E,VS1,61.5,61.9,5.30,5.34,3.27
2041,No,0.63,Ideal,D,SI1,62.8,57.0,5.49,5.46,3.44
2041,No,0.54,Ideal,E,VS1,62.0,56.0,5.25,5.17,3.23
2041,No,0.54,Ideal,E,VS1,61.0,56.0,5.35,5.24,3.23
2041,No,0.54,Premium,E,VS1,60.3,58.0,5.32,5.26,3.19
2042,No,0.70,Very Good,J,VVS1,63.3,55.0,5.63,5.68,3.58
2042,No,0.70,Very Good,G,SI1,62.5,60.0,5.64,5.68,3.54
2042,No,0.70,Very Good,H,VS2,61.8,58.0,5.66,5.73,3.52
2042,No,0.70,Premium,G,SI1,59.1,59.0,5.77,5.83,3.43
2042,No,0.70,Premium,G,SI1,61.2,60.0,5.70,5.74,3.50
2042,No,0.70,Very Good,G,SI1,60.6,57.0,5.73,5.79,3.49
2042,No,0.70,Very Good,G,SI1,61.9,56.0,5.68,5.73,3.53
2042,No,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62
2042,No,0.55,Ideal,G,VVS1,62.0,55.0,5.25,5.27,3.26
2042,No,0.74,Premium,F,SI1,58.8,61.0,5.88,5.82,3.44
2042,No,0.74,Premium,E,SI1,61.4,57.0,5.83,5.79,3.57
2042,No,0.74,Premium,I,SI2,59.8,58.0,5.93,5.88,3.53
2043,No,0.53,Very Good,E,VVS2,63.1,60.0,5.12,5.08,3.22
2043,No,0.70,Premium,F,SI2,61.5,58.0,5.74,5.67,3.51
2043,No,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27
2043,No,0.57,Ideal,D,VS1,61.6,55.0,5.33,5.39,3.30
2043,No,0.72,Premium,D,SI2,59.1,58.0,5.88,5.83,3.46
2043,No,0.72,Premium,J,VS2,61.7,58.0,5.77,5.67,3.53
2044,No,0.70,Very Good,J,VS2,63.3,58.0,5.61,5.63,3.56
2045,No,0.53,Ideal,F,VVS2,62.3,56.0,5.24,5.20,3.25
2045,No,0.52,Very Good,G,VVS1,61.9,61.0,5.11,5.13,3.17
2045,No,0.52,Very Good,G,VVS1,59.2,58.0,5.28,5.31,3.14
2045,No,0.69,Premium,E,VS2,61.0,60.0,5.68,5.63,3.45
2045,No,0.80,Premium,J,VS2,62.7,61.0,5.89,5.84,3.68
2046,No,0.58,Very Good,F,VS1,62.4,55.0,5.33,5.34,3.33
2046,No,0.53,Ideal,F,VS1,61.7,55.0,5.18,5.22,3.21
2046,No,0.58,Ideal,E,VS1,61.8,57.0,5.33,5.35,3.30
2046,No,0.98,Premium,H,I1,59.6,60.0,6.61,6.48,3.89
2047,No,0.71,Ideal,J,VS2,61.5,59.0,5.71,5.74,3.52
2047,No,0.70,Ideal,J,SI2,61.6,57.0,5.73,5.69,3.52
2047,No,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27
2047,No,0.57,Premium,D,VS2,61.9,58.0,5.35,5.32,3.30
2048,No,0.72,Very Good,I,VS1,64.0,56.0,5.65,5.73,3.65
2048,No,0.70,Very Good,H,SI1,63.0,55.0,5.59,5.64,3.54
2048,No,0.70,Very Good,H,SI1,62.0,60.0,5.65,5.70,3.52
2048,No,0.70,Very Good,H,SI1,63.3,58.0,5.61,5.64,3.56
2048,No,0.70,Very Good,H,SI1,62.9,56.0,5.64,5.68,3.56
2048,No,0.61,Ideal,I,VVS1,61.9,56.0,5.41,5.45,3.36
537,No,0.36,Ideal,D,SI2,62.0,56.0,4.56,4.60,2.84
537,No,0.36,Very Good,G,SI1,62.0,59.0,4.53,4.56,2.82
537,No,0.34,Premium,H,VS2,61.3,60.0,4.47,4.53,2.76
537,No,0.34,Premium,H,VS2,59.0,59.0,4.55,4.61,2.70
537,No,0.36,Very Good,G,SI1,61.8,60.0,4.53,4.57,2.81
537,No,0.34,Very Good,H,VS2,61.9,56.0,4.46,4.49,2.77
537,No,0.34,Ideal,H,VS2,62.2,56.0,4.48,4.53,2.80
537,No,0.34,Ideal,H,VS2,62.6,54.0,4.45,4.50,2.80
537,No,0.34,Ideal,H,VS2,61.5,54.0,4.50,4.54,2.78
537,No,0.34,Very Good,H,VS2,61.9,60.0,4.42,4.46,2.75
537,No,0.36,Ideal,G,SI1,62.7,55.0,4.54,4.59,2.86
537,No,0.34,Ideal,I,VS1,62.4,55.0,4.47,4.51,2.80
537,No,0.36,Very Good,G,SI1,61.2,63.0,4.56,4.59,2.80
537,No,0.34,Ideal,I,VS1,62.6,56.0,4.44,4.47,2.79
537,No,0.34,Good,H,VS2,63.3,56.0,4.39,4.45,2.80
537,No,0.34,Ideal,H,VS2,62.5,54.0,4.49,4.54,2.82
537,No,0.36,Premium,D,SI2,61.5,60.0,4.54,4.60,2.81
537,No,0.36,Premium,D,SI2,60.0,58.0,4.58,4.62,2.76
537,No,0.36,Ideal,D,SI2,62.3,57.0,4.52,4.57,2.83
537,No,0.34,Premium,H,VS2,62.6,60.0,4.42,4.46,2.78
537,No,0.34,Ideal,H,VS2,60.5,56.0,4.54,4.58,2.76
537,No,0.34,Ideal,H,VS2,61.4,57.0,4.48,4.55,2.77
538,No,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48
538,No,0.24,Very Good,F,VVS2,61.9,56.0,4.00,4.02,2.48
538,No,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91
538,No,0.23,Ideal,F,VVS2,61.4,57.0,3.96,3.99,2.44
538,No,0.36,Ideal,H,SI1,62.3,53.0,4.57,4.61,2.86
538,No,0.36,Ideal,H,SI1,61.6,56.0,4.60,4.62,2.84
538,No,0.36,Ideal,H,SI1,61.7,54.0,4.56,4.62,2.83
538,No,0.36,Ideal,H,SI1,62.4,53.0,4.58,4.59,2.86
2048,No,0.72,Ideal,I,VS1,61.0,57.0,5.76,5.83,3.56
2048,No,0.72,Good,I,VS1,61.8,61.0,5.67,5.72,3.53
2048,No,0.70,Good,H,SI1,64.2,60.0,5.52,5.60,3.57
2048,No,0.91,Very Good,J,I1,63.1,57.0,6.12,6.06,3.84
2049,No,0.71,Premium,H,SI1,62.3,61.0,5.65,5.61,3.51
2049,No,0.59,Ideal,I,VVS1,61.2,56.0,5.42,5.46,3.33
2050,No,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.50
2050,No,0.73,Fair,G,SI2,64.7,60.0,5.68,5.64,3.66
2050,No,0.67,Premium,G,VS2,61.0,57.0,5.68,5.63,3.45
2050,No,0.67,Premium,G,VS2,61.0,61.0,5.66,5.61,3.44
2051,No,0.74,Premium,I,SI2,61.0,60.0,5.80,5.75,3.52
2051,No,0.51,Very Good,F,VVS2,62.7,56.0,5.11,5.13,3.21
2051,No,0.53,Ideal,G,VVS2,60.4,56.0,5.29,5.24,3.18
2051,No,0.53,Ideal,G,VVS2,61.7,56.0,5.23,5.20,3.22
2051,No,0.53,Ideal,G,VVS2,61.4,57.0,5.26,5.19,3.21
2051,No,0.53,Ideal,G,VVS2,62.2,54.0,5.22,5.17,3.23
2051,No,0.70,Fair,H,SI1,64.7,58.0,5.59,5.54,3.60
2052,No,0.57,Premium,F,SI1,62.1,59.0,5.31,5.28,3.29
2052,No,0.71,Very Good,I,VS2,62.3,58.0,5.68,5.72,3.55
2052,No,0.62,Ideal,H,VVS2,62.0,56.0,5.46,5.48,3.39
2052,No,0.50,Very Good,F,VVS2,61.8,56.0,5.11,5.15,3.17
2052,No,0.50,Ideal,F,VVS2,62.0,55.0,5.10,5.12,3.17
2052,No,0.50,Premium,F,VVS2,61.9,58.0,5.07,5.10,3.15
2052,No,0.50,Very Good,F,VVS2,63.0,57.0,5.01,5.05,3.17
2052,No,0.50,Ideal,F,VVS2,61.6,56.0,5.08,5.11,3.14
2052,No,0.50,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17
2052,No,0.50,Premium,F,VVS2,62.3,58.0,5.06,5.11,3.17
2052,No,0.71,Ideal,J,VS2,62.0,56.0,5.70,5.75,3.55
2052,No,0.57,Ideal,H,VVS1,60.9,56.0,5.38,5.36,3.27
2052,No,0.57,Ideal,F,VS1,62.6,56.0,5.33,5.27,3.32
2052,No,0.57,Ideal,F,VS1,61.9,56.0,5.39,5.30,3.31
2052,No,0.76,Premium,J,VS2,59.9,59.0,5.94,5.92,3.55
2053,No,0.59,Good,J,IF,63.7,59.0,5.30,5.28,3.37
2053,No,0.56,Ideal,D,SI1,61.9,57.0,5.27,5.30,3.27
2053,No,0.61,Ideal,H,VS1,60.8,56.0,5.51,5.47,3.34
2054,No,0.51,Very Good,F,VVS2,60.8,56.0,5.18,5.21,3.16
2054,No,0.77,Very Good,I,VS2,62.4,63.0,5.80,5.84,3.63
2054,No,0.51,Ideal,F,VVS2,60.4,56.0,5.18,5.22,3.14
2054,No,0.73,Ideal,J,VS2,62.8,55.0,5.69,5.72,3.58
2054,No,0.55,Ideal,D,VS1,61.4,57.0,5.26,5.29,3.24
2054,No,0.70,Ideal,I,SI1,61.9,58.0,5.67,5.70,3.52
2054,No,0.62,Ideal,E,SI1,61.7,54.0,5.53,5.49,3.40
2055,No,0.71,Very Good,H,SI2,63.3,58.0,5.65,5.69,3.59
2055,No,0.52,Ideal,G,IF,61.5,56.0,5.16,5.21,3.19
2055,No,0.56,Ideal,G,VVS1,62.3,55.0,5.25,5.31,3.29
2055,No,0.66,Good,G,VS1,59.0,62.0,5.66,5.72,3.35
2055,No,0.50,Premium,E,VS1,61.9,59.0,5.10,5.08,3.15
2056,No,0.51,Very Good,E,VVS2,62.1,55.0,5.14,5.16,3.20
2056,No,0.70,Ideal,G,SI2,62.9,56.0,5.69,5.66,3.57
2056,No,0.70,Premium,G,SI2,61.8,61.0,5.66,5.63,3.49
2056,No,0.71,Good,H,SI1,63.4,54.0,5.60,5.67,3.57
2056,No,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18
2056,No,0.70,Ideal,I,VS2,62.4,56.0,5.71,5.66,3.55
2056,No,0.51,Premium,F,VVS2,62.3,58.0,5.10,5.08,3.17
2056,No,0.51,Ideal,D,VS2,62.5,56.0,5.13,5.11,3.20
2057,No,0.73,Very Good,G,SI2,62.2,58.0,5.71,5.77,3.57
2057,No,0.70,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48
2057,No,0.61,Very Good,I,IF,60.2,57.0,5.49,5.58,3.33
2057,No,0.59,Ideal,G,VS2,61.9,56.0,5.38,5.42,3.34
2057,No,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.30
2058,No,0.70,Very Good,H,SI2,60.7,57.0,5.72,5.75,3.48
2058,No,0.70,Very Good,G,SI2,62.6,56.0,5.65,5.69,3.55
2058,No,0.70,Very Good,I,SI1,59.4,62.0,5.77,5.82,3.44
2058,No,0.72,Ideal,F,SI2,61.9,57.0,5.74,5.79,3.57
2058,No,0.72,Premium,F,SI2,61.7,58.0,5.73,5.78,3.55
2058,No,0.56,Ideal,G,VVS2,60.7,56.0,5.32,5.33,3.23
2058,No,0.70,Ideal,E,SI1,61.8,57.0,5.71,5.68,3.52
2058,No,1.00,Premium,H,I1,62.7,59.0,6.39,6.33,3.98
2059,No,0.73,Ideal,E,SI2,59.9,57.0,5.87,5.82,3.50
2059,No,0.57,Premium,G,VVS2,60.2,60.0,5.44,5.36,3.25
2059,No,0.53,Ideal,H,IF,61.4,55.0,5.21,5.24,3.21
2059,No,0.48,Ideal,F,IF,62.0,54.0,5.00,5.05,3.11
2059,No,0.70,Good,F,SI1,64.3,63.0,5.58,5.55,3.58
2060,No,0.64,Very Good,H,VVS2,60.0,59.0,5.59,5.65,3.37
2060,No,0.64,Very Good,G,VS1,60.4,62.0,5.54,5.58,3.36
2060,No,0.54,Ideal,G,VVS2,61.5,57.0,5.21,5.26,3.22
2060,No,0.71,Premium,F,SI2,62.3,60.0,5.67,5.70,3.54
2060,No,0.51,Premium,E,VVS2,61.0,61.0,5.17,5.13,3.14
2060,No,0.57,Ideal,G,VS1,61.1,57.0,5.34,5.36,3.27
2061,No,0.71,Very Good,J,VS1,62.4,58.0,5.67,5.70,3.55
2061,No,0.70,Ideal,E,SI2,62.0,56.0,5.71,5.74,3.55
2061,No,0.60,Ideal,E,VS2,62.0,57.0,5.41,5.42,3.36
2061,No,0.60,Ideal,D,VS2,62.8,57.0,5.37,5.39,3.38
2061,No,0.60,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38
2061,No,0.57,Ideal,E,VS1,60.8,54.8,5.36,5.40,3.27
2061,No,0.56,Ideal,D,SI1,61.8,55.0,5.32,5.36,3.30
2061,No,0.53,Premium,E,VS2,59.6,58.0,5.36,5.32,3.18
2062,No,0.51,Very Good,E,VVS2,60.0,58.0,5.19,5.21,3.12
2062,No,0.71,Very Good,J,VS1,63.3,57.0,5.59,5.69,3.57
2062,No,0.70,Good,F,SI2,62.2,59.0,5.62,5.64,3.50
2062,No,0.72,Good,J,VS1,63.7,54.0,5.71,5.68,3.63
2062,No,0.62,Ideal,D,SI1,62.2,55.0,5.51,5.45,3.41
2063,No,0.51,Very Good,G,IF,63.8,58.0,5.06,5.09,3.24
2063,No,0.71,Very Good,I,SI1,60.2,58.0,5.76,5.83,3.49
2063,No,0.52,Ideal,G,VVS1,61.6,55.0,5.14,5.18,3.18
2063,No,0.51,Ideal,H,IF,59.6,59.0,5.20,5.24,3.11
2063,No,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34
2064,No,0.52,Very Good,F,VVS2,62.1,58.0,5.12,5.16,3.19
2064,No,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.30,3.10
2064,No,0.55,Ideal,G,VVS2,60.8,56.9,5.27,5.31,3.22
2064,No,0.55,Ideal,G,VVS2,61.2,55.8,5.27,5.33,3.24
2064,No,0.55,Ideal,G,VVS2,62.0,53.8,5.25,5.28,3.27
2064,No,0.63,Premium,E,VS1,61.8,60.0,5.51,5.49,3.40
2064,No,0.52,Ideal,F,VVS2,62.5,57.0,5.15,5.19,3.23
2064,No,0.63,Ideal,I,VVS1,62.8,58.0,5.44,5.49,3.43
2064,No,0.98,Premium,I,I1,59.6,60.0,6.43,6.30,3.79
2064,No,0.98,Premium,I,I1,62.5,60.0,6.31,6.25,3.93
2065,No,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18
2065,No,0.57,Ideal,F,VS1,61.4,55.0,5.38,5.39,3.30
2065,No,0.62,Premium,F,VS2,61.4,59.0,5.50,5.47,3.37
2066,No,0.72,Very Good,J,VS1,62.8,58.0,5.71,5.73,3.59
2066,No,0.72,Very Good,J,VS1,64.0,57.0,5.67,5.71,3.64
2066,No,0.67,Very Good,I,IF,61.4,56.0,5.59,5.65,3.45
2066,No,0.56,Ideal,G,VVS2,61.6,55.0,5.32,5.35,3.28
2066,No,0.70,Very Good,H,SI1,60.9,62.0,5.67,5.72,3.47
2066,No,0.70,Good,H,SI1,63.4,61.0,5.58,5.62,3.55
